event_id,description,total_cost,paid_by,participants
7bc2c6fa-579c-45d7-bae8-72f0ee913290,Tiền điện nước chia sẻ,344000,Person_18,Person_5;Person_19;Person_15;Person_18
caf266f7-b0fc-4472-b47b-b0f461c75f52,Mua đồ dùng văn phòng,1049001,Person_12,Person_18;Person_12;Person_15
a9dd21d2-5b79-4ee5-b317-24f29261df51,Đồ dùng sinh hoạt chung,107008,Person_7,Person_11;Person_3;Person_7;Person_19;Person_4;Person_12;Person_14;Person_16;Person_9;Person_2;Person_17;Person_15;Person_18;Person_5;Person_6;Person_10
bd7fe9b1-86d6-4a88-ba00-0d87c46522b3,Sách và tài liệu chung,1839000,Person_16,Person_16;Person_4;Person_15;Person_9
b1c8b848-c6af-4bdb-bd48-c8e455337ab5,Thực phẩm cho bữa tối chung,1654000,Person_11,Person_16;Person_3;Person_9;Person_11;Person_15
a4d15e41-bf20-4f08-b5fb-7cf8824fbb7c,Đồ dùng sinh hoạt chung,423003,Person_9,Person_3;Person_15;Person_18;Person_12;Person_17;Person_8;Person_9
228ce25f-54eb-40cf-8a24-a04000241cd7,Ăn trưa chung,1466998,Person_11,Person_5;Person_9;Person_20;Person_8;Person_14;Person_2;Person_4;Person_13;Person_18;Person_6;Person_17;Person_1;Person_3;Person_11;Person_16;Person_10;Person_19
c748a959-fff1-419a-a3ca-e3f95b2ab194,Quà tặng chung,1913994,Person_16,Person_20;Person_6;Person_2;Person_3;Person_19;Person_13;Person_4;Person_10;Person_14;Person_16;Person_1;Person_12;Person_15;Person_7;Person_8;Person_5;Person_17;Person_11
fc00df15-3a59-4268-85bb-927d5a108a85,Hoạt động team building,562001,Person_20,Person_9;Person_16;Person_7;Person_2;Person_14;Person_6;Person_4;Person_1;Person_5;Person_10;Person_20
4b31cac8-4367-4a2b-8c95-47ca02c12349,Thiết bị nhỏ cho dự án,1848000,Person_16,Person_4;Person_7;Person_19;Person_12;Person_20;Person_10;Person_8;Person_16;Person_15;Person_9;Person_1;Person_14;Person_5;Person_3;Person_11;Person_13
68aa81fe-c63c-4936-be8c-4e3becd7922b,Quà tặng chung,1106001,Person_8,Person_6;Person_8;Person_12;Person_3;Person_11;Person_15;Person_9;Person_13;Person_16
8ed031b4-6fb8-4348-98c6-bc407e5b9d75,Cà phê nhóm,104992,Person_7,Person_4;Person_17;Person_9;Person_2;Person_8;Person_5;Person_1;Person_15;Person_16;Person_6;Person_19;Person_10;Person_11;Person_3;Person_13;Person_18;Person_7
a45dacb8-bf69-40be-acf2-ae8aaaa1fbd3,Hoạt động team building,1996995,Person_10,Person_14;Person_1;Person_2;Person_10;Person_12;Person_11;Person_13;Person_6;Person_8;Person_19;Person_9
c07ef6b7-8d6d-497a-ab83-fc507ecb2712,Tiệc cuối tuần,1956000,Person_20,Person_6;Person_16;Person_5;Person_3;Person_13;Person_11;Person_2;Person_19;Person_4;Person_20;Person_9;Person_14
d27d9ff3-9d95-422d-9d0a-e62196cf7718,Vé xem phim,1252999,Person_15,Person_2;Person_14;Person_7;Person_9;Person_18;Person_16;Person_8;Person_13;Person_10;Person_15;Person_4
cc613479-0c03-49bb-891e-d9c1190026ec,Đi lại chung (taxi/grab),488004,Person_12,Person_11;Person_14;Person_10;Person_13;Person_19;Person_7;Person_4;Person_20;Person_5;Person_12;Person_3;Person_9
70a6aad8-5362-4bcf-81ee-4e79a8f4b237,Thiết bị nhỏ cho dự án,1992996,Person_2,Person_19;Person_14;Person_12;Person_9;Person_20;Person_13;Person_2;Person_6;Person_16
916233de-c918-4871-ada4-fc93bb966d17,Quà tặng chung,1506000,Person_4,Person_14;Person_15;Person_10;Person_19;Person_18;Person_4;Person_6;Person_7
248e1f90-dc01-4cd8-845d-a32ade6dd606,Đồ dùng sinh hoạt chung,187000,Person_16,Person_13;Person_6;Person_9;Person_4;Person_16;Person_12;Person_19;Person_5;Person_2;Person_20;Person_18
ad3094e9-aa47-44a1-b468-e15af6edd512,Thiết bị nhỏ cho dự án,82999,Person_5,Person_2;Person_3;Person_10;Person_18;Person_12;Person_14;Person_5
a7d0c3ec-a81b-470b-ab71-9b534f660353,Tiền điện nước chia sẻ,1904000,Person_5,Person_6;Person_9;Person_3;Person_19;Person_5;Person_15;Person_8;Person_16;Person_7;Person_20
f8a47cb5-8ebc-4e6e-9669-fbc62cde1a30,Sách và tài liệu chung,751000,Person_15,Person_7;Person_13;Person_19;Person_5;Person_17;Person_2;Person_18;Person_11;Person_14;Person_10;Person_16;Person_6;Person_8;Person_9;Person_1;Person_3;Person_15;Person_12;Person_20;Person_4
6950a415-0f09-4643-ae28-3904d11beff6,Đồ ăn vặt cho nhóm,882000,Person_13,Person_18;Person_17;Person_12;Person_9;Person_7;Person_19;Person_6;Person_14;Person_5;Person_13;Person_3;Person_4;Person_10;Person_8
ab730fb8-15bb-4f68-81a1-728fd4ea32c1,Đi lại chung (taxi/grab),92001,Person_19,Person_5;Person_12;Person_17;Person_6;Person_20;Person_16;Person_7;Person_19;Person_11;Person_1;Person_8;Person_4;Person_10
a98c2fde-5bc3-4f23-be1e-395cec4ce738,Vé xem phim,503997,Person_20,Person_13;Person_3;Person_6;Person_1;Person_18;Person_17;Person_5;Person_9;Person_15;Person_19;Person_16;Person_20;Person_8
7412a0c2-af4a-4972-954c-b7b6b9ace893,Đồ ăn vặt cho nhóm,441000,Person_4,Person_10;Person_2;Person_5;Person_12;Person_7;Person_3;Person_9;Person_4;Person_1;Person_17;Person_16;Person_8;Person_6;Person_18
e9cfd775-930a-4adf-b4b6-29255f45fa75,Sách và tài liệu chung,131004,Person_13,Person_12;Person_6;Person_15;Person_8;Person_11;Person_13;Person_7;Person_5;Person_19;Person_10;Person_20;Person_1
2fd67e76-5cd2-4cf4-9958-258469e09636,Thiết bị nhỏ cho dự án,763008,Person_14,Person_18;Person_11;Person_13;Person_4;Person_15;Person_19;Person_8;Person_7;Person_6;Person_14;Person_5;Person_3;Person_20;Person_17;Person_10;Person_12
70d1b81c-8960-481e-89fa-1e7d66697901,Thiết bị nhỏ cho dự án,311000,Person_20,Person_20;Person_16
b91b85b5-3531-426c-80aa-746189112f6b,Thực phẩm cho bữa tối chung,796000,Person_7,Person_7;Person_19;Person_10;Person_2;Person_20
674f7b30-30f1-4a7f-b6e0-3df8f170de7f,Sách và tài liệu chung,1391004,Person_2,Person_4;Person_12;Person_1;Person_5;Person_18;Person_3;Person_10;Person_19;Person_8;Person_11;Person_15;Person_7;Person_13;Person_17;Person_16;Person_6;Person_9;Person_2
94b9bfca-9b5c-4187-b254-80b16fe81333,Hoạt động team building,1688004,Person_5,Person_11;Person_16;Person_14;Person_6;Person_10;Person_12;Person_15;Person_17;Person_20;Person_4;Person_8;Person_9;Person_3;Person_1;Person_5;Person_19;Person_2;Person_18
151f7243-83d4-4489-8dd1-be4f3d71ce49,Cà phê nhóm,1533006,Person_5,Person_6;Person_16;Person_5;Person_17;Person_15;Person_20;Person_1;Person_12;Person_2;Person_7;Person_14;Person_11;Person_18;Person_8;Person_19;Person_3;Person_9;Person_13
64c3fb5d-e975-42fb-bfc9-6dde7845946e,Ăn trưa chung,1324995,Person_1,Person_18;Person_17;Person_1;Person_8;Person_5;Person_3;Person_13;Person_9;Person_15;Person_6;Person_2;Person_16;Person_10;Person_12;Person_11
99a8728d-0f57-42b8-95b8-882427117bf3,Tiệc cuối tuần,1719000,Person_8,Person_8;Person_6;Person_2;Person_20;Person_1;Person_4;Person_10;Person_15;Person_16;Person_17;Person_3;Person_9;Person_5;Person_19;Person_12;Person_14;Person_7;Person_18;Person_11;Person_13
13c91909-407c-427d-abe3-1e108c8b77d4,Đăng ký dịch vụ trực tuyến dùng chung,991008,Person_13,Person_10;Person_14;Person_19;Person_4;Person_9;Person_1;Person_12;Person_13;Person_5;Person_3;Person_8;Person_11;Person_6;Person_17;Person_7;Person_16
425e5c4a-d60c-453b-9c5b-c8a087cc47d0,Đồ dùng sinh hoạt chung,834000,Person_5,Person_5;Person_19;Person_3;Person_15;Person_10;Person_4
ce7cb425-56ba-4bb5-80f9-fd4938a93ce0,Tiền điện nước chia sẻ,1084000,Person_20,Person_13;Person_6;Person_8;Person_2;Person_3;Person_11;Person_15;Person_12;Person_5;Person_14;Person_17;Person_9;Person_1;Person_10;Person_16;Person_7;Person_20;Person_18;Person_19;Person_4
56aa7a9a-eae7-496d-aa1f-a4d2fec2a392,Thực phẩm cho bữa tối chung,1364998,Person_3,Person_5;Person_18;Person_8;Person_7;Person_3;Person_17;Person_14;Person_4;Person_16;Person_9;Person_2;Person_6;Person_20;Person_13;Person_1;Person_12;Person_11
d406fbe4-5a20-41c2-9ad8-6b0300c3e9ec,Ăn trưa chung,241002,Person_4,Person_19;Person_15;Person_6;Person_11;Person_8;Person_7;Person_14;Person_3;Person_16;Person_4;Person_5;Person_18;Person_1;Person_2;Person_17;Person_20;Person_13;Person_10
14e31e1c-cfaf-449c-afeb-a8f89f1ec7ff,Vé xem phim,375999,Person_4,Person_4;Person_20;Person_17
19cb8efa-9b21-4453-bde4-acc8857713f9,Đi lại chung (taxi/grab),320004,Person_17,Person_16;Person_12;Person_2;Person_13;Person_11;Person_10;Person_15;Person_1;Person_7;Person_17;Person_19;Person_6
28c38905-dab1-4234-945f-0ae2dd893798,Tiền điện nước chia sẻ,871000,Person_6,Person_8;Person_15;Person_19;Person_1;Person_17;Person_11;Person_4;Person_16;Person_13;Person_18;Person_14;Person_5;Person_3;Person_12;Person_7;Person_2;Person_6;Person_10;Person_20;Person_9
62274808-d4b4-42e7-9a13-daf98098dffe,Vé xem phim,1972008,Person_17,Person_12;Person_9;Person_15;Person_3;Person_10;Person_14;Person_1;Person_13;Person_11;Person_18;Person_7;Person_5;Person_6;Person_17;Person_19;Person_2;Person_8;Person_16
3763bf5d-ad0a-4587-910a-2038df04e9ee,Tiền điện nước chia sẻ,1046000,Person_10,Person_3;Person_18;Person_10;Person_14
0e7b24fc-05c0-4f8d-82eb-2cd99e3c0ea6,Đồ ăn vặt cho nhóm,939000,Person_3,Person_5;Person_14;Person_3
f0cd533f-d27d-40d1-b8af-ca0d0474d675,Quà tặng chung,942000,Person_12,Person_1;Person_16;Person_7;Person_12;Person_19;Person_13;Person_14;Person_9
191e0427-91df-4c7d-acd4-d4eb04120c9b,Hoạt động team building,564000,Person_8,Person_4;Person_8;Person_19;Person_9;Person_6
3fcefc4a-27aa-4a6a-bdde-4d9bfa0d67b3,Cà phê nhóm,1560000,Person_17,Person_17;Person_8;Person_2
ffd816ee-e688-4035-8ce9-5114f6ce6ee3,Thực phẩm cho bữa tối chung,685006,Person_8,Person_14;Person_19;Person_15;Person_18;Person_13;Person_5;Person_11;Person_2;Person_12;Person_8;Person_6;Person_17;Person_20;Person_7
bee7c217-9af6-4edf-9d27-c6989a532424,Tiền điện nước chia sẻ,188000,Person_12,Person_12;Person_13
71fcb37f-f5a9-4ddb-92e1-65f20178f930,Vé xem phim,802998,Person_3,Person_4;Person_2;Person_12;Person_20;Person_3;Person_15;Person_8;Person_5;Person_6;Person_14;Person_19;Person_7;Person_1;Person_13
44ec2486-6a82-4f8f-9a0d-73958302e402,Đi lại chung (taxi/grab),354996,Person_11,Person_4;Person_15;Person_5;Person_6;Person_3;Person_11;Person_9;Person_7;Person_12;Person_20;Person_10;Person_18;Person_16;Person_19;Person_1;Person_2;Person_14;Person_13
a7455aa3-0090-42eb-bb4b-fa989376563d,Đồ ăn vặt cho nhóm,1351995,Person_12,Person_5;Person_11;Person_12;Person_9;Person_15;Person_7;Person_2;Person_19;Person_1;Person_8;Person_16;Person_18;Person_20;Person_10;Person_14
2e5f2e76-380f-4e74-a6cb-03313bb49713,Đồ ăn vặt cho nhóm,154998,Person_4,Person_8;Person_19;Person_4;Person_1;Person_3;Person_12
737144d6-7355-478b-bf36-60d92c77f144,Đăng ký dịch vụ trực tuyến dùng chung,446004,Person_19,Person_2;Person_4;Person_17;Person_20;Person_10;Person_16;Person_1;Person_19;Person_18
5bd925e3-6bf3-4ba3-b718-69e5a123e974,Hoạt động team building,1326000,Person_2,Person_5;Person_3;Person_20;Person_1;Person_4;Person_14;Person_9;Person_13;Person_18;Person_8;Person_7;Person_2;Person_6
3b15a725-5c0f-4133-844e-be96f0ccdd10,Tiền điện nước chia sẻ,72996,Person_3,Person_3;Person_14;Person_18;Person_11;Person_16;Person_7;Person_12;Person_8;Person_4;Person_17;Person_2
25aaff83-ac48-46c7-8fcb-6c7d8b51eb1d,Cà phê nhóm,872000,Person_9,Person_12;Person_20;Person_7;Person_13;Person_6;Person_5;Person_17;Person_1;Person_15;Person_3;Person_18;Person_9;Person_4;Person_8;Person_19;Person_11
d3845c77-79e3-4584-a038-6ae746639680,Quà tặng chung,1982004,Person_1,Person_7;Person_6;Person_8;Person_12;Person_18;Person_19;Person_15;Person_1;Person_13;Person_2;Person_10;Person_14
ee9da491-c4e0-4ce2-853e-65ed420ec21c,Thực phẩm cho bữa tối chung,657995,Person_20,Person_20;Person_4;Person_7;Person_5;Person_18;Person_10;Person_9;Person_8;Person_2;Person_11;Person_15;Person_6;Person_14
f98e6265-c6ef-4155-a30f-7e5472f77dd5,Thiết bị nhỏ cho dự án,558000,Person_17,Person_16;Person_20;Person_3;Person_7;Person_5;Person_17;Person_12;Person_8;Person_9
eb101a27-345e-44f3-9b9a-caea8d585f9f,Mua đồ dùng văn phòng,952000,Person_11,Person_16;Person_14;Person_4;Person_19;Person_1;Person_18;Person_7;Person_13;Person_2;Person_17;Person_3;Person_15;Person_20;Person_11;Person_6;Person_8;Person_10
74a1c844-194f-4b57-bee3-a188fe78e93f,Quà tặng chung,410995,Person_4,Person_17;Person_9;Person_14;Person_6;Person_13;Person_2;Person_1;Person_16;Person_7;Person_18;Person_5;Person_15;Person_4
67c1baee-296c-4923-8071-242cd31c02be,Thực phẩm cho bữa tối chung,85005,Person_17,Person_17;Person_18;Person_2;Person_9;Person_19;Person_20;Person_11;Person_7;Person_16;Person_14;Person_8;Person_13;Person_12;Person_4;Person_15
fa477261-9cfd-4437-b4a2-379e97365b1c,Tiền điện nước chia sẻ,958000,Person_3,Person_10;Person_5;Person_9;Person_16;Person_3
fe086d6a-80e7-4a8d-ba00-0a64cafa9869,Đi lại chung (taxi/grab),629002,Person_18,Person_1;Person_4;Person_11;Person_5;Person_3;Person_9;Person_15;Person_18;Person_8;Person_12;Person_13
d46ea41e-2ad7-4caa-b966-07d49a41e26d,Đăng ký dịch vụ trực tuyến dùng chung,1947000,Person_3,Person_3;Person_15;Person_12
58b28f70-0777-4823-a049-1877e951b5d9,Đồ dùng sinh hoạt chung,808995,Person_14,Person_4;Person_3;Person_11;Person_9;Person_17;Person_12;Person_14;Person_20;Person_13;Person_10;Person_15
d64c1b0a-f140-4454-aa42-c5e0c8327792,Vé xem phim,993999,Person_4,Person_4;Person_16;Person_10
60f76862-a0b5-4ff0-abf1-531b63bd7797,Đi lại chung (taxi/grab),1863000,Person_1,Person_3;Person_10;Person_14;Person_5;Person_1
ecde3975-0728-4f14-9451-99d166810136,Sách và tài liệu chung,168996,Person_14,Person_7;Person_10;Person_11;Person_16;Person_19;Person_6;Person_15;Person_8;Person_1;Person_14;Person_3;Person_4
19794e93-4c94-4de3-a4ec-6a607357664b,Mua đồ dùng văn phòng,1756000,Person_11,Person_3;Person_10;Person_14;Person_8;Person_11
821cb9af-0d2a-419c-9116-ec2edd8d3286,Đi lại chung (taxi/grab),331994,Person_16,Person_16;Person_11;Person_1;Person_13;Person_20;Person_9;Person_12;Person_8;Person_19;Person_10;Person_3;Person_6;Person_4
5439369a-78ee-49cb-ad96-344ff9eb863f,Mua đồ dùng văn phòng,777000,Person_2,Person_16;Person_7;Person_9;Person_18;Person_19;Person_1;Person_10;Person_2;Person_13;Person_4
c1777c94-3fef-48cb-91ad-fac459711de2,Đi lại chung (taxi/grab),1694002,Person_2,Person_3;Person_15;Person_6;Person_18;Person_2;Person_8;Person_17;Person_11;Person_20;Person_14;Person_5;Person_12;Person_1;Person_13;Person_7;Person_4;Person_10;Person_9;Person_16
de7e66b3-98b8-43b6-b50d-136b6e7503e1,Mua đồ dùng văn phòng,477004,Person_3,Person_11;Person_5;Person_3;Person_4;Person_12;Person_9;Person_20;Person_6;Person_10;Person_1;Person_16
27cc3e83-f1b7-4374-9151-356e5fa072ef,Hoạt động team building,649998,Person_12,Person_3;Person_18;Person_16;Person_11;Person_12;Person_4
16bd11d8-92e1-44b3-8068-12eac40737cd,Sách và tài liệu chung,2000004,Person_20,Person_15;Person_16;Person_7;Person_20;Person_10;Person_18;Person_6;Person_8;Person_17;Person_5;Person_13;Person_2
a18ee953-d169-4c92-ae49-fe27fb518e35,Thiết bị nhỏ cho dự án,920004,Person_8,Person_9;Person_8;Person_10;Person_2;Person_13;Person_15;Person_6;Person_19;Person_1;Person_7;Person_4;Person_12
40b722cc-51c0-4bfc-a354-e64e405cb5ba,Tiền điện nước chia sẻ,1425998,Person_9,Person_5;Person_7;Person_9;Person_19;Person_1;Person_20;Person_10
688d75cc-5f99-4074-966a-4fd400718f4a,Mua đồ dùng văn phòng,495000,Person_14,Person_14;Person_12;Person_6;Person_1;Person_9;Person_11;Person_19;Person_4;Person_18;Person_10;Person_17;Person_3
d7d8a206-643e-4b12-8c89-ca6ef198e91e,Mua đồ dùng văn phòng,757000,Person_7,Person_6;Person_3;Person_20;Person_15;Person_2;Person_14;Person_5;Person_4;Person_7;Person_19
f9d33941-6584-4ee4-9101-32ae3f97b967,Đăng ký dịch vụ trực tuyến dùng chung,603999,Person_3,Person_2;Person_15;Person_10;Person_3;Person_14;Person_16;Person_5;Person_13;Person_18
7ed41704-5300-440c-b2b6-087114f6d830,Quà tặng chung,1757006,Person_6,Person_13;Person_5;Person_10;Person_1;Person_3;Person_17;Person_9;Person_19;Person_11;Person_8;Person_2;Person_12;Person_18;Person_4;Person_20;Person_6;Person_7;Person_15;Person_16
19b19293-86af-43ed-ab45-ab7e80291c17,Hoạt động team building,921000,Person_15,Person_18;Person_10;Person_9;Person_15;Person_7;Person_14;Person_12;Person_6;Person_2;Person_13;Person_17;Person_3
f2b20b6f-1f33-48ec-a917-df48558344f7,Đồ dùng sinh hoạt chung,703001,Person_6,Person_20;Person_4;Person_15;Person_9;Person_3;Person_19;Person_5;Person_17;Person_2;Person_10;Person_1;Person_12;Person_6
46dd1f44-57d4-4109-a570-332922d60cc4,Đồ dùng sinh hoạt chung,765996,Person_6,Person_15;Person_14;Person_6;Person_9;Person_2;Person_17;Person_12;Person_11;Person_5;Person_18;Person_16
4d418e88-c98b-4659-8c3d-f7eee2459ef0,Hoạt động team building,1134999,Person_5,Person_11;Person_7;Person_19;Person_5;Person_8;Person_4;Person_2;Person_13;Person_6
60da53d5-6558-440a-a169-03d380664aa4,Tiệc cuối tuần,732000,Person_15,Person_15;Person_13;Person_6
ccd48b23-5134-40b1-a4c5-7e62beeac8f4,Quà tặng chung,1486000,Person_13,Person_14;Person_13;Person_20;Person_7;Person_6;Person_8;Person_3;Person_18;Person_19;Person_2;Person_15;Person_16;Person_11;Person_17;Person_10;Person_1
66931969-fa20-452c-92d9-48fd4145bea1,Thực phẩm cho bữa tối chung,1763000,Person_6,Person_1;Person_6
cc146d08-8db5-4158-b705-2d7d78c7413a,Sách và tài liệu chung,313998,Person_19,Person_12;Person_5;Person_14;Person_18;Person_19;Person_16
7bc8d4a4-a1da-4752-8187-db6788e3ca6f,Ăn trưa chung,1339992,Person_1,Person_14;Person_9;Person_18;Person_5;Person_3;Person_17;Person_19;Person_11;Person_1;Person_10;Person_13;Person_4;Person_8;Person_6;Person_12;Person_15;Person_20;Person_2
07f36888-ab28-4bd8-ab98-e53f466dd458,Đăng ký dịch vụ trực tuyến dùng chung,707994,Person_1,Person_15;Person_17;Person_5;Person_8;Person_14;Person_16;Person_7;Person_4;Person_3;Person_13;Person_1;Person_10;Person_20;Person_9
a2bea654-527a-483c-bc21-339ca9d8f22f,Cà phê nhóm,1388997,Person_14,Person_3;Person_15;Person_19;Person_17;Person_5;Person_4;Person_14;Person_12;Person_11
4a8de563-0fae-4f0a-b2e6-57fcd036e752,Đăng ký dịch vụ trực tuyến dùng chung,880000,Person_3,Person_19;Person_11;Person_17;Person_3;Person_16;Person_4;Person_20;Person_12;Person_10;Person_8
cefeb89b-c955-4d98-9e98-9cd4298c7a79,Thực phẩm cho bữa tối chung,1623999,Person_19,Person_12;Person_19;Person_13
cb777bee-ae01-4a0d-a757-1c448d3bbc07,Đăng ký dịch vụ trực tuyến dùng chung,1885000,Person_2,Person_8;Person_2
55b0b4b6-ab7e-481f-8ce4-80b147cc5039,Đăng ký dịch vụ trực tuyến dùng chung,529002,Person_3,Person_20;Person_16;Person_8;Person_19;Person_3;Person_13
ae5b8257-1277-4369-8399-f857e775dae1,Ăn trưa chung,1064998,Person_7,Person_6;Person_1;Person_5;Person_4;Person_2;Person_17;Person_9;Person_19;Person_3;Person_16;Person_7
68a782fe-ec09-4c59-9ee8-fbf63767a263,Đi lại chung (taxi/grab),114999,Person_20,Person_2;Person_5;Person_20
312eeed6-55fd-4bbf-9bbd-5f3e5e29e59d,Thiết bị nhỏ cho dự án,1303000,Person_10,Person_11;Person_3;Person_14;Person_5;Person_6;Person_13;Person_20;Person_2;Person_1;Person_10;Person_16;Person_9;Person_7;Person_19;Person_18;Person_17;Person_4;Person_15;Person_8;Person_12
9b4b2792-9d4a-445c-803f-ea9060eefc2c,Đồ dùng sinh hoạt chung,118002,Person_9,Person_9;Person_17;Person_13;Person_5;Person_3;Person_15
76de4dcc-7d9e-4e5b-851e-52c717ce69f1,Mua đồ dùng văn phòng,193998,Person_3,Person_16;Person_19;Person_20;Person_9;Person_3;Person_1;Person_17
2a39a974-3f30-4c76-9122-9a22b885711e,Ăn trưa chung,88996,Person_1,Person_4;Person_9;Person_10;Person_8;Person_16;Person_7;Person_20;Person_11;Person_19;Person_6;Person_5;Person_15;Person_13;Person_18;Person_2;Person_1;Person_3;Person_14;Person_12
f8e8e9df-803e-4fad-af10-e49a91ad2125,Đồ dùng sinh hoạt chung,991998,Person_10,Person_15;Person_19;Person_8;Person_12;Person_4;Person_9;Person_20;Person_1;Person_11;Person_10;Person_2;Person_14;Person_16;Person_5;Person_6;Person_18;Person_13;Person_17
b449da2f-2351-4e45-afcd-3364a308c13c,Mua đồ dùng văn phòng,793005,Person_20,Person_11;Person_6;Person_13;Person_10;Person_5;Person_14;Person_18;Person_2;Person_9;Person_8;Person_1;Person_20;Person_19;Person_15;Person_16
26d42419-99aa-42c0-b4a6-fe3c9121582f,Đồ dùng sinh hoạt chung,177000,Person_8,Person_17;Person_7;Person_8;Person_15;Person_13;Person_14;Person_11;Person_5;Person_18;Person_4;Person_12;Person_6;Person_9;Person_2;Person_3;Person_16;Person_10;Person_19;Person_1;Person_20
916f5d85-7342-418b-a1fc-b46dc164bf2a,Quà tặng chung,794000,Person_18,Person_8;Person_15;Person_12;Person_20;Person_10;Person_18;Person_6;Person_17
6538f03a-df70-477a-9349-c701382bc546,Đồ dùng sinh hoạt chung,558000,Person_19,Person_10;Person_7;Person_1;Person_19;Person_14
a8835ec8-81b5-4044-a016-b183688cca3c,Mua đồ dùng văn phòng,882000,Person_17,Person_10;Person_3;Person_15;Person_8;Person_5;Person_16;Person_17;Person_14;Person_12
cabb3fd3-cd68-4b14-a341-fb8029acb073,Đồ dùng sinh hoạt chung,1988000,Person_13,Person_14;Person_1;Person_3;Person_17;Person_13
8989fbde-127e-40b0-a352-dcebfa8d7338,Tiền điện nước chia sẻ,1998000,Person_6,Person_1;Person_5;Person_10;Person_12;Person_19;Person_4;Person_14;Person_3;Person_6;Person_13
6f6842d0-b1e3-4443-968e-e505d6068df7,Thiết bị nhỏ cho dự án,1757001,Person_8,Person_4;Person_9;Person_13;Person_18;Person_3;Person_8;Person_20;Person_15;Person_16;Person_12;Person_14;Person_2;Person_1;Person_17;Person_6;Person_11;Person_7
316f332f-bd4b-455d-8c8b-0fd9a3d8e995,Đăng ký dịch vụ trực tuyến dùng chung,1793999,Person_4,Person_17;Person_18;Person_6;Person_8;Person_1;Person_20;Person_13;Person_2;Person_12;Person_5;Person_16;Person_7;Person_10;Person_19;Person_9;Person_11;Person_4;Person_3;Person_15
aa1cc90e-fe8c-478c-b34c-d9340da78f2d,Đồ dùng sinh hoạt chung,1564002,Person_14,Person_14;Person_15;Person_10;Person_20;Person_3;Person_18
c297c6ea-47f4-4603-9ef5-6c35d803009b,Quà tặng chung,1013001,Person_9,Person_7;Person_4;Person_10;Person_13;Person_6;Person_19;Person_8;Person_9;Person_15;Person_20;Person_14
c9ec43b6-3b59-49ab-b225-2b9ca225c5c1,Tiền điện nước chia sẻ,601992,Person_10,Person_8;Person_13;Person_11;Person_20;Person_18;Person_16;Person_17;Person_7;Person_5;Person_1;Person_6;Person_12;Person_10;Person_19;Person_14;Person_4;Person_9;Person_3
4c527bde-c239-4bfe-b044-2b78def5bff1,Đồ dùng sinh hoạt chung,1448997,Person_6,Person_19;Person_3;Person_7;Person_2;Person_1;Person_9;Person_17;Person_20;Person_6;Person_8;Person_15
ee5fe6e3-7770-429e-82fe-b68fc6c24413,Đăng ký dịch vụ trực tuyến dùng chung,1829000,Person_5,Person_5;Person_1;Person_14;Person_15;Person_4;Person_6;Person_8;Person_17;Person_10;Person_3
b69eba8f-30f0-42d0-ad93-07a6dba0d4e8,Đi lại chung (taxi/grab),385000,Person_11,Person_14;Person_11;Person_8;Person_17
6567c44e-ea2c-4008-8f45-426839cffbac,Thiết bị nhỏ cho dự án,489996,Person_14,Person_4;Person_18;Person_15;Person_2;Person_16;Person_11;Person_14;Person_12;Person_1;Person_7;Person_10;Person_19
647714e5-43b5-467e-9564-06464d9afdbd,Đi lại chung (taxi/grab),1355000,Person_13,Person_10;Person_8;Person_18;Person_9;Person_12;Person_19;Person_4;Person_13;Person_3;Person_16
5a863a96-23c2-4d0a-a247-f1e645205b54,Ăn trưa chung,119004,Person_6,Person_8;Person_1;Person_5;Person_9;Person_12;Person_15;Person_18;Person_20;Person_6;Person_4;Person_3;Person_2
a209e1ff-da1f-4c06-afad-14cf291e524e,Đăng ký dịch vụ trực tuyến dùng chung,1504998,Person_16,Person_10;Person_9;Person_2;Person_3;Person_12;Person_17;Person_14;Person_8;Person_5;Person_6;Person_11;Person_20;Person_15;Person_19;Person_4;Person_16;Person_7;Person_1
a538d204-80ae-4364-8179-276c46b5ed54,Cà phê nhóm,865995,Person_1,Person_18;Person_19;Person_4;Person_2;Person_14;Person_12;Person_6;Person_1;Person_11;Person_13;Person_16;Person_7;Person_8
fe164bbe-29b5-4807-8afc-92818f9d5de2,Vé xem phim,1383999,Person_20,Person_17;Person_10;Person_20
76a2a29d-5855-4538-ae54-489b0c03b891,Đi lại chung (taxi/grab),505008,Person_12,Person_1;Person_12;Person_9;Person_10;Person_6;Person_2;Person_4;Person_7;Person_18;Person_20;Person_17;Person_13;Person_15;Person_19;Person_14;Person_8;Person_5;Person_16
765b0479-405b-4303-85eb-95d1acd685f8,Đồ dùng sinh hoạt chung,1842000,Person_13,Person_20;Person_13
e32522a8-5149-44a3-9461-16f1454800a0,Sách và tài liệu chung,224995,Person_2,Person_3;Person_15;Person_11;Person_1;Person_16;Person_18;Person_20;Person_8;Person_5;Person_7;Person_17;Person_10;Person_6;Person_9;Person_4;Person_12;Person_2
88444258-2736-4927-a0f0-b51071ff26e1,Cà phê nhóm,1396000,Person_7,Person_20;Person_13;Person_10;Person_4;Person_7
c953f3d7-9933-46d7-b67f-91873d131005,Tiền điện nước chia sẻ,516000,Person_20,Person_20;Person_17;Person_15
